2920.2002,101.607437,-999.25,-999.25,-999.25,-999.25
2920.1002,101.313202,-999.25,-999.25,-999.25,-999.25
2920.0002,100.121246,-999.25,-999.25,-999.25,-999.25
2919.9002,99.38176,-999.25,2.527874,0.093166,-999.25
2919.8002,99.730072,-999.25,2.547466,0.110705,-999.25
2919.7002,101.598526,-999.25,2.556053,0.116471,-999.25
2919.6002,103.136124,-999.25,2.558877,0.115102,-999.25
2919.5002,103.784546,-999.25,2.560124,0.111154,-999.25
2919.4002,102.66185,-999.25,2.55907,0.105124,-999.25
2919.3002,100.947067,-999.25,2.556373,0.097529,-999.25
2919.2002,100.02243,-999.25,2.551647,0.087124,-999.25
2919.1002,102.241241,-999.25,2.542751,0.071654,-999.25
2919.0002,105.923416,-999.25,2.530879,0.051349,-999.25
2918.9002,109.522598,-999.25,2.520201,0.031522,-999.25
2918.8002,110.403473,-999.25,2.510556,0.014533,-999.25
2918.7002,110.315353,-999.25,2.50271,0.002902,-999.25
2918.6002,109.806015,-999.25,2.498065,-0.002383,-999.25
2918.5002,109.255035,-999.25,2.495914,-0.00404,-999.25
2918.4002,109.891464,-999.25,2.495062,-0.005112,-999.25
2918.3002,111.917297,-999.25,2.495695,-0.006116,-999.25
2918.2002,115.686661,-999.25,2.4967,-0.006806,-999.25
2918.1002,118.276138,-999.25,2.497455,-0.00695,-999.25
2918.0002,119.033951,-999.25,2.498649,-0.006956,-999.25
2917.9002,117.901993,-999.25,2.501845,-0.006474,-999.25
2917.8002,116.146591,-999.25,2.507905,-0.005481,-999.25
2917.7002,112.709747,-999.25,2.515901,-0.00439,-999.25
2917.6002,104.536697,-999.25,2.523872,-0.002996,-999.25
2917.5002,98.886505,-999.25,2.52972,-0.001533,-999.25
2917.4002,98.42627,-999.25,2.532613,-0.000554,-999.25
2917.3002,98.936432,-999.25,2.533827,-0.000116,-999.25
2917.2002,99.481628,-999.25,2.534853,0.000042,-999.25
2917.1002,100.325394,-999.25,2.535495,-0.000011,-999.25
2917.0002,100.832916,-999.25,2.534204,-0.000461,-999.25
2916.9002,99.820862,-999.25,2.53043,-0.001345,-999.25
2916.8002,97.895706,-999.25,2.524889,-0.002481,-999.25
2916.7002,98.014008,-999.25,2.518616,-0.003688,-999.25
2916.6002,100.018875,-999.25,2.513706,-0.004641,-999.25
2916.5002,101.215057,-999.25,2.512072,-0.005003,-999.25
2916.4002,99.581558,-999.25,2.51396,-0.004705,-999.25
2916.3002,97.981308,-999.25,2.517632,-0.004043,-999.25
2916.2002,98.964691,-999.25,2.520373,-0.003476,0.213456
2916.1002,100.465378,-999.25,2.520566,-0.003265,0.209409
2916.0002,101.065903,-999.25,2.518631,-0.003336,0.204122
2915.9002,101.805161,-999.25,2.515891,-0.003492,0.199955
2915.8002,103.517487,-999.25,2.514012,-0.003512,0.199338
2915.7002,104.960434,-999.25,2.514349,-0.003202,0.20115
2915.6002,104.502548,-999.25,2.516663,-0.002633,0.203538
2915.5002,102.816177,-999.25,2.5193,-0.002133,0.206568
2915.4002,101.843491,-999.25,2.521175,-0.001884,0.208408
2915.3002,102.655197,-999.25,2.52238,-0.00183,0.207634
2915.2002,104.498932,-999.25,2.523032,-0.001914,0.20692
2915.1002,105.786713,-999.25,2.522554,-0.002211,0.206211
2915.0002,105.673813,-999.25,2.520517,-0.002739,0.203832
2914.9002,104.862473,-999.25,2.517376,-0.003338,0.202949
2914.8002,104.881241,-999.25,2.514089,-0.003791,0.206033
2914.7002,106.305939,-999.25,2.511436,-0.004018,0.212039
2914.6002,108.145386,-999.25,2.510152,-0.004002,0.220654
2914.5002,109.379166,-999.25,2.511543,-0.003575,0.229506
2914.4002,110.010849,-999.25,2.516609,-0.002518,0.234498
2914.3002,110.301514,-999.25,2.524585,-0.000923,0.235196
2914.2002,110.213318,-999.25,2.53255,0.000679,0.232879
2914.1002,109.448044,-999.25,2.536798,0.001582,0.228133
2914.0002,107.777603,-999.25,2.534918,0.001315,0.222735
2913.9002,105.686966,-999.25,2.527555,-0.000018,0.218164
2913.8002,104.287918,-999.25,2.518537,-0.001677,0.213959
2913.7002,104.245132,-999.25,2.512461,-0.002758,0.209493
2913.6002,105.290405,-999.25,2.511247,-0.002885,0.20495
2913.5002,106.517899,-999.25,2.513512,-0.002339,0.200066
2913.4002,106.898163,-999.25,2.516738,-0.001643,0.193953
2913.3002,106.012466,-999.25,2.51938,-0.001153,0.187353
2913.2002,104.196701,-999.25,2.521499,-0.000913,0.182597
2913.1002,101.864349,-999.25,2.523867,-0.000815,0.18059
2913.0002,99.485092,-999.25,2.527152,-0.00074,0.180159
2912.9002,97.765656,-999.25,2.531371,-0.000581,0.179765
2912.8002,97.003952,-999.25,2.535348,-0.000338,0.178774
2912.7002,96.803101,-999.25,2.53716,-0.000159,0.17741
2912.6002,96.585739,-999.25,2.535396,-0.000192,0.176631
2912.5002,96.06752,-999.25,2.530366,-0.000453,0.177957
2912.4002,95.487289,-999.25,2.523909,-0.00087,0.181356
2912.3002,95.286453,-999.25,2.518599,-0.001316,0.183995
2912.2002,95.198227,-999.25,2.51595,-0.001722,0.183724
2912.1002,94.623062,-999.25,2.515724,-0.002143,0.180692
2912.0002,93.864319,-999.25,2.516721,-0.002626,0.17669
2911.9002,93.912048,-999.25,2.517705,-0.00312,0.175201
2911.8002,95.41925,-999.25,2.517899,-0.003527,0.180115
2911.7002,97.859161,77.506088,2.51758,-0.003755,0.190781
2911.6002,101.541092,77.445343,2.517579,-0.003684,0.203347
2911.5002,106.553787,77.309006,2.518094,-0.00328,0.212818
2911.4002,109.990692,77.168427,2.518834,-0.00272,0.21761
2911.3002,110.257629,77.069183,2.520165,-0.002091,0.217284
2911.2002,108.651016,76.992126,2.52245,-0.001369,0.211927
2911.1002,106.386978,76.92366,2.524737,-0.000764,0.204558
2911.0002,104.186066,76.887619,2.525559,-0.000604,0.19806
2910.9002,102.958496,76.914047,2.524887,-0.000882,0.194483
2910.8002,103.052399,76.945938,2.523319,-0.001473,0.194714
2910.7002,104.337143,76.943741,2.521604,-0.002241,0.1993
2910.6002,105.757751,76.923233,2.521468,-0.00283,0.207028
2910.5002,106.148987,76.864075,2.523818,-0.003041,0.214708
2910.4002,105.210022,76.774261,2.527291,-0.003008,0.21902
2910.3002,104.2397,76.763062,2.531175,-0.002696,0.216546
2910.2002,102.971786,76.810562,2.534486,-0.002205,0.209759
2910.1002,101.179276,76.869949,2.534715,-0.001918,0.201564
2910.0002,100.478043,76.907486,2.531201,-0.001874,0.19504
2909.9002,100.808884,76.944595,2.52633,-0.00187,0.191584
