Depth_m,FMI_ohm-m
2086.80280402316,19.58181625
2086.83328253581,30.6937175
2086.86376104846,35.3022825
2086.89423956111,25.48981375
2086.92471807376,19.54189625
2086.95519658641,32.21390875
2086.98567509906,29.51611875
2087.0161536117,34.12932125
2087.04663212435,31.5701975
2087.077110637,28.91544375
2087.10758914965,25.77194
2087.1380676623,25.60381125
2087.16854617495,28.25690625
2087.1990246876,30.2577925
2087.22950320024,26.48503
2087.25998171289,15.70017875
2087.29046022554,15.20648125
2087.32093873819,14.6897125
2087.35141725084,12.97828
2087.38189576349,21.5418875
2087.41237427614,20.02326
2087.44285278878,23.70699
2087.47333130143,19.76060625
2087.50380981408,19.96509125
2087.53428832673,15.276805
2087.56476683938,13.4042175
2087.59524535203,12.6477875
2087.62572386468,13.35800875
2087.65620237732,12.6034025
2087.68668088997,12.084735
2087.71715940262,4.08114125
2087.74763791527,13.73459375
2087.77811642792,18.5363875
2087.80859494057,18.6904775
2087.83907345322,11.69008875
2087.86955196586,11.75329875
2087.90003047851,10.60850875
2087.93050899116,11.57785625
2087.96098750381,11.99672
2087.99146601646,12.68431125
2088.02194452911,10.82509875
2088.05242304176,9.16492375
2088.0829015544,8.9902575
2088.11338006705,8.191435
2088.1438585797,8.1835175
2088.17433709235,8.563555
2088.204815605,8.32785
2088.23529411765,8.97375875
2088.2657726303,11.45457875
2088.29625114294,13.82033125
2088.32672965559,20.0171325
2088.35720816824,16.65023875
2088.38768668089,13.27337375
2088.41816519354,10.97579375
2088.44864370619,12.11321375
2088.47912221884,11.27347
2088.50960073148,14.931315
2088.54007924413,12.70656
2088.57055775678,12.59585625
2088.60103626943,13.2018075
2088.63151478208,12.60314
2088.66199329473,6.10648875
2088.69247180738,9.4188525
2088.72295032002,5.0781425
2088.75342883267,13.21887625
2088.78390734532,13.5840075
2088.81438585797,14.2078175
2088.84486437062,13.893535
2088.87534288327,15.00238875
2088.90582139592,23.6148525
2088.93629990856,18.2322225
2088.96677842121,16.22467875
2088.99725693386,13.28424875
2089.02773544651,13.05415625
2089.05821395916,14.4632175
2089.08869247181,24.61698375
2089.11917098446,27.30568625
2089.1496494971,26.416325
2089.18012800975,22.3583625
2089.2106065224,15.89018125
2089.24108503505,12.34423125
2089.2715635477,12.383365
2089.30204206035,12.202805
2089.332520573,9.48534375
2089.36299908564,5.96771375
2089.39347759829,18.10162125
2089.42395611094,13.99457625
2089.45443462359,17.50567125
2089.48491313624,6.50252
2089.51539164889,11.76502625
2089.54587016154,20.87162
2089.57634867418,19.4033525
2089.60682718683,18.10572
2089.63730569948,17.04390375
2089.66778421213,23.23167125
2089.69826272478,22.98113
2089.72874123743,21.07131125
2089.75921975008,15.30852625
2089.78969826273,5.6515175
2089.82017677537,7.78992875
2089.85065528802,19.65772125
2089.88113380067,22.93558125
2089.91161231332,18.67321625
2089.94209082597,20.7284675
2089.97256933862,20.35728375
2090.00304785127,17.0972075
2090.03352636391,18.0573675
2090.06400487656,19.0562025
2090.09448338921,22.87838125
2090.12496190186,25.0092425
2090.15544041451,31.5750725
2090.18591892716,27.71922625
2090.21639743981,25.2058925
2090.24687595245,18.12809
2090.2773544651,12.626545
2090.30783297775,13.9882825
2090.3383114904,15.21772
2090.36879000305,17.72917375
2090.3992685157,18.15918375
2090.42974702835,19.08341
2090.46022554099,19.37433
2090.49070405364,17.91003375
2090.52118256629,16.3578875
2090.55166107894,17.446465
2090.58213959159,16.4255825
2090.61261810424,17.62015375
2090.64309661689,17.94312875
2090.67357512953,17.9152675
2090.70405364218,32.55666875
2090.73453215483,39.60385
2090.76501066748,42.31161125
2090.79548918013,40.73732875
2090.82596769278,41.436115
2090.85644620543,37.7419575
2090.88692471807,28.27658375
2090.91740323072,22.9515925
2090.94788174337,25.37925875
2090.97836025602,18.28476
2091.00883876867,21.03296375
2091.03931728132,26.10624125
2091.06979579397,21.47250875
2091.10027430661,18.3209025
2091.13075281926,11.58881875
2091.16123133191,18.8915975
2091.19170984456,21.47488375
2091.22218835721,25.9945275
2091.25266686986,26.85406125
2091.28314538251,15.719595
2091.31362389515,16.4101375
2091.3441024078,24.9641525
2091.37458092045,25.39053875
2091.4050594331,20.9835225
2091.43553794575,24.15522625
2091.4660164584,15.26110625
2091.49649497105,16.61499375
2091.52697348369,17.63605875
2091.55745199634,15.5891075
2091.58793050899,21.13246375
2091.61840902164,20.27852375
2091.64888753429,27.3684625
2091.67936604694,26.28802125
2091.70984455959,22.87672375
2091.74032307223,16.27185
2091.77080158488,15.42990875
2091.80128009753,15.90022875
2091.83175861018,19.68560375
2091.86223712283,19.76032125
2091.89271563548,26.090185
2091.92319414813,26.124295
2091.95367266077,22.59918625
2091.98415117342,23.21459
2092.01462968607,18.44756
2092.04510819872,17.54964875
2092.07558671137,16.32061125
2092.10606522402,19.28186625
2092.13654373667,26.6743575
2092.16702224931,24.747335
2092.19750076196,22.79856125
2092.22797927461,19.626625
2092.25845778726,20.59415
2092.28893629991,23.8684025
2092.31941481256,23.1924425
2092.34989332521,13.4994025
2092.38037183785,20.97314375
2092.4108503505,21.275185
2092.44132886315,20.40624625
2092.4718073758,19.86394375
2092.50228588845,18.23150125
2092.5327644011,16.5847425
2092.56324291375,13.11157125
2092.59372142639,14.90587375
2092.62419993904,16.0169125
2092.65467845169,18.7683425
2092.68515696434,17.07076625
2092.71563547699,16.00442
2092.74611398964,18.523465
2092.77659250229,29.39362
2092.80707101493,30.71715625
2092.83754952758,30.76795
2092.86802804023,35.3264925
2092.89850655288,35.41406125
2092.92898506553,39.07312625
2092.95946357818,43.506235
2092.98994209083,38.7697675
2093.02042060347,22.07504875
2093.05089911612,24.76598
2093.08137762877,28.08065875
2093.11185614142,26.272525
2093.14233465407,21.61754875
2093.17281316672,19.22182
2093.20329167937,20.26216375
2093.23377019201,13.670815
2093.26424870466,14.28912375
2093.29472721731,17.51178875
2093.32520572996,21.0709975
2093.35568424261,25.5484275
2093.38616275526,22.76357375
2093.41664126791,18.571825
2093.44711978055,15.29531375
2093.4775982932,16.66102
2093.50807680585,17.65365125
2093.5385553185,17.68693125
2093.56903383115,16.16389125
2093.5995123438,19.5269625
2093.62999085645,21.040425
2093.66046936909,18.85186875
2093.69094788174,16.5825025
2093.72142639439,15.30960875
2093.75190490704,11.0937225
2093.78238341969,8.2954375
2093.81286193234,9.6276975
2093.84334044499,16.643125
2093.87381895763,17.48685625
2093.90429747028,17.36494
2093.93477598293,23.15263625
2093.96525449558,20.7851875
2093.99573300823,20.09067875
2094.02621152088,19.14491125
2094.05669003353,16.89534375
2094.08716854618,23.23069125
2094.11764705882,20.6968375
2094.14812557147,26.9796925
2094.17860408412,26.78784
2094.20908259677,24.71739375
2094.23956110942,22.66450375
2094.27003962207,20.78348375
2094.30051813472,20.932965
2094.33099664736,20.82276
2094.36147516001,27.40254875
2094.39195367266,32.7408225
2094.42243218531,36.3418625
2094.45291069796,37.72210375
2094.48338921061,40.11935875
2094.51386772326,34.53707625
2094.5443462359,28.93271125
2094.57482474855,17.804005
2094.6053032612,15.090935
2094.63578177385,18.64940625
2094.6662602865,26.647005
2094.69673879915,10.4685075
2094.7272173118,30.4193425
2094.75769582444,33.679925
2094.78817433709,36.92471875
2094.81865284974,30.152815
2094.84913136239,26.80006625
2094.87960987504,34.16425875
2094.91008838769,27.32229625
2094.94056690034,24.80071375
2094.97104541298,26.08137875
2095.00152392563,16.21389625
2095.03200243828,20.9715975
2095.06248095093,21.95301875
2095.09295946358,20.1108
2095.12343797623,23.95587625
2095.15391648888,34.04954
2095.18439500152,28.3687725
2095.21487351417,27.1293775
2095.24535202682,30.493545
2095.27583053947,29.2520675
2095.30630905212,25.2729975
2095.33678756477,21.23595625
2095.36726607742,32.37674375
2095.39774459006,36.27164125
2095.42822310271,45.79766375
2095.45870161536,46.73270875
2095.48918012801,42.53493625
2095.51965864066,39.41214
2095.55013715331,23.419435
2095.58061566596,24.78831375
2095.6110941786,23.21195
2095.64157269125,29.2803325
2095.6720512039,38.12796375
2095.70252971655,31.25823125
2095.7330082292,22.35149125
2095.76348674185,11.81704625
2095.7939652545,24.33345375
2095.82444376714,20.78839875
2095.85492227979,24.47054875
2095.88540079244,35.180695
2095.91587930509,44.43445125
2095.94635781774,40.282605
2095.97683633039,27.5635075
2096.00731484304,22.29492625
2096.03779335568,38.31869
2096.06827186833,37.85324875
2096.09875038098,32.22738125
2096.12922889363,40.5875775
2096.15970740628,43.23372
2096.19018591893,45.4128675
2096.22066443158,35.8733075
2096.25114294422,35.45643375
2096.28162145687,31.42258125
2096.31209996952,32.76236125
2096.34257848217,19.706725
2096.37305699482,20.62634
2096.40353550747,24.96274375
2096.43401402012,24.94008
2096.46449253276,17.57683125
2096.49497104541,31.0298375
2096.52544955806,25.67661
2096.55592807071,26.05440125
2096.58640658336,34.45799125
2096.61688509601,32.98946625
2096.64736360866,12.1228275
2096.6778421213,44.30186
2096.70832063395,47.79412875
2096.7387991466,47.41824375
2096.76927765925,40.10926125
2096.7997561719,41.68534875
2096.83023468455,37.8381025
2096.8607131972,20.1982575
2096.89119170984,37.01883875
2096.92167022249,26.06780375
2096.95214873514,36.63466875
2096.98262724779,36.74079625
2097.01310576044,26.89978
2097.04358427309,33.1415975
2097.07406278574,38.99470875
2097.10454129838,25.294335
2097.13501981103,25.96645625
2097.16549832368,28.69599375
2097.19597683633,20.7175325
2097.22645534898,38.81122875
2097.25693386163,38.3628425
2097.28741237428,26.04971
2097.31789088692,22.2758325
2097.34836939957,34.97588125
2097.37884791222,33.109645
2097.40932642487,37.336215
2097.43980493752,38.70246
2097.47028345017,24.83920625
2097.50076196282,18.33185375
2097.53124047546,14.8829675
2097.56171898811,39.11975
2097.59219750076,49.29169625
2097.62267601341,40.36298625
2097.65315452606,34.8584825
2097.68363303871,46.15363
2097.71411155136,37.35656125
2097.744590064,41.1328825
2097.77506857665,43.81524
2097.8055470893,43.57253125
2097.83602560195,18.77833
2097.8665041146,32.401835
2097.89698262725,32.61027125
2097.9274611399,55.31536
2097.95793965254,59.34426875
2097.98841816519,58.12449625
2098.01889667784,58.84381
2098.04937519049,56.47979625
2098.07985370314,56.57288125
2098.11033221579,53.36656625
2098.14081072844,36.7140875
2098.17128924109,26.5860075
2098.20176775373,16.07787375
2098.23224626638,37.7730325
