Depth,Floating Long Eccentricity, Anchoring to D.b.ash,Anchoring to D.e. ash,Anchoring to C.v. ash,Anchoring to S.d. ash,Anchoring to S.p. ash (nominal age model)
2087.808595,2091.35468078792,84607.2768581789,84509.2877941176,84369.0830237299,84627.2686919118,84548.7667203209
2087.839073,2094.04391608205,84609.966093473,84511.9770294118,84371.7722590241,84629.9579272059,84551.455955615
2087.869552,2096.73323961146,84612.6554170024,84514.6663529412,84374.4615825535,84632.6472507353,84554.1452791444
2087.90003,2099.42247490555,84615.3446522965,84517.3555882353,84377.1508178476,84635.3364860294,84556.8345144385
2087.930509,2102.11179843496,84618.0339758259,84520.0449117647,84379.840141377,84638.0258095588,84559.5238379679
2087.960988,2104.80112196437,84620.7232993553,84522.7342352941,84382.5294649064,84640.7151330882,84562.2131614973
2087.991466,2107.4903572585,84623.4125346495,84525.4234705882,84385.2187002005,84643.4043683824,84564.9023967915
2088.021945,2110.17968078792,84626.1018581789,84528.1127941177,84387.9080237299,84646.0936919118,84567.5917203209
2088.052423,2112.86891608204,84628.791093473,84530.8020294118,84390.5972590241,84648.7829272059,84570.280955615
2088.082902,2115.55823961146,84631.4804170024,84533.4913529412,84393.2865825535,84651.4722507353,84572.9702791444
2088.11338,2118.24747490555,84634.1696522965,84536.1805882353,84395.9758178476,84654.1614860294,84575.6595144385
2088.143859,2120.93679843496,84636.8589758259,84538.8699117647,84398.665141377,84656.8508095588,84578.3488379679
2088.174337,2123.62603372909,84639.5482111201,84541.5591470588,84401.3543766711,84659.5400448529,84581.0380732621
2088.204816,2126.3153572585,84642.2375346495,84544.2484705882,84404.0437002005,84662.2293683824,84583.7273967915
2088.235294,2129.00459255263,84644.9267699436,84546.9377058824,84406.7329354946,84664.9186036765,84586.4166320856
2088.265773,2131.69391608204,84647.616093473,84549.6270294118,84409.4222590241,84667.6079272059,84589.105955615
2088.296251,2134.38315137617,84650.3053287672,84552.3162647059,84412.1114943182,84670.2971625,84591.7951909091
2088.32673,2137.07247490559,84652.9946522966,84555.0055882353,84414.8008178476,84672.9864860294,84594.4845144385
2088.357208,2139.76171019967,84655.6838875907,84557.6948235294,84417.4900531417,84675.6757213235,84597.1737497326
2088.387687,2142.45103372909,84658.3732111201,84560.3841470588,84420.1793766711,84678.365044853,84599.8630732621
2088.418165,2145.14026902322,84661.0624464142,84563.0733823529,84422.8686119652,84681.0542801471,84602.5523085562
2088.448644,2147.82959255263,84663.7517699436,84565.7627058824,84425.5579354946,84683.7436036765,84605.2416320856
2088.479122,2150.51882784676,84666.4410052377,84568.4519411765,84428.2471707888,84686.4328389706,84607.9308673797
2088.509601,2153.20815137617,84669.1303287671,84571.1412647059,84430.9364943182,84689.1221625,84610.6201909091
2088.540079,2155.89738667026,84671.8195640612,84573.8305,84433.6257296123,84691.8113977941,84613.3094262032
2088.570558,2158.58671019967,84674.5088875907,84576.5198235294,84436.3150531417,84694.5007213235,84615.9987497326
2088.601036,2161.2759454938,84677.1981228848,84579.2090588235,84439.0042884358,84697.1899566177,84618.6879850268
2088.631515,2163.96526902321,84679.8874464142,84581.8983823529,84441.6936119652,84699.8792801471,84621.3773085562
2088.661993,2166.65450431734,84682.5766817083,84584.5876176471,84444.3828472594,84702.5685154412,84624.0665438503
2088.692472,2169.34382784676,84685.2660052377,84587.2769411765,84447.0721707888,84705.2578389706,84626.7558673797
2088.72295,2172.03306314085,84687.9552405318,84589.9661764706,84449.7614060829,84707.9470742647,84629.4451026738
2088.753429,2174.72238667026,84690.6445640612,84592.6555,84452.4507296123,84710.6363977941,84632.1344262032
2088.783907,2177.41162196439,84693.3337993554,84595.3447352941,84455.1399649064,84713.3256330882,84634.8236614974
2088.814386,2180.1009454938,84696.0231228848,84598.0340588235,84457.8292884358,84716.0149566177,84637.5129850268
2088.844864,2182.79018078793,84698.7123581789,84600.7232941177,84460.5185237299,84718.7041919118,84640.2022203209
2088.875343,2185.47950431734,84701.4016817083,84603.4126176471,84463.2078472594,84721.3935154412,84642.8915438503
2088.905821,2188.16873961143,84704.0909170024,84606.1018529412,84465.8970825534,84724.0827507353,84645.5807791444
2088.9363,2190.85806314084,84706.7802405318,84608.7911764706,84468.5864060829,84726.7720742647,84648.2701026738
2088.966778,2193.54729843497,84709.4694758259,84611.4804117647,84471.275641377,84729.4613095588,84650.9593379679
2088.997257,2196.23662196439,84712.1587993554,84614.1697352941,84473.9649649064,84732.1506330882,84653.6486614974
2089.027735,2198.92585725852,84714.8480346495,84616.8589705882,84476.6542002005,84734.8398683824,84656.3378967915
2089.058214,2201.61518078793,84717.5373581789,84619.5482941177,84479.3435237299,84737.5291919118,84659.0272203209
2089.088692,2204.30441608202,84720.226593473,84622.2375294118,84482.032759024,84740.2184272059,84661.716455615
2089.119171,2206.99373961143,84722.9159170024,84624.9268529412,84484.7220825534,84742.9077507353,84664.4057791444
2089.149649,2209.68297490556,84725.6051522965,84627.6160882353,84487.4113178476,84745.5969860294,84667.0950144385
2089.180128,2212.37229843497,84728.2944758259,84630.3054117647,84490.100641377,84748.2863095588,84669.7843379679
2089.210607,2215.06162196439,84730.9837993554,84632.9947352941,84492.7899649064,84750.9756330882,84672.4736614974
2089.241085,2217.75085725851,84733.6730346495,84635.6839705882,84495.4792002005,84753.6648683824,84675.1628967915
2089.271564,2220.44018078793,84736.3623581789,84638.3732941177,84498.1685237299,84756.3541919118,84677.8522203209
2089.302042,2223.12941608202,84739.051593473,84641.0625294117,84500.857759024,84759.0434272059,84680.541455615
2089.332521,2225.81873961143,84741.7409170024,84643.7518529412,84503.5470825534,84761.7327507353,84683.2307791444
2089.362999,2228.50797490556,84744.4301522965,84646.4410882353,84506.2363178476,84764.4219860294,84685.9200144385
2089.393478,2231.19729843497,84747.119475826,84649.1304117647,84508.925641377,84767.1113095588,84688.6093379679
2089.423956,2233.8865337291,84749.8087111201,84651.8196470588,84511.6148766711,84769.800544853,84691.2985732621
2089.454435,2236.57585725851,84752.4980346495,84654.5089705882,84514.3042002005,84772.4898683824,84693.9878967915
2089.484913,2239.2650925526,84755.1872699436,84657.1982058823,84516.9934354946,84775.1791036765,84696.6771320856
2089.515392,2241.95441608201,84757.876593473,84659.8875294117,84519.682759024,84777.8684272059,84699.366455615
2089.54587,2244.64365137614,84760.5658287671,84662.5767647059,84522.3719943182,84780.5576625,84702.0556909091
2089.576349,2247.33297490556,84763.2551522965,84665.2660882353,84525.0613178476,84783.2469860294,84704.7450144385
2089.606827,2250.02221019969,84765.9443875907,84667.9553235294,84527.7505531417,84785.9362213235,84707.4342497326
2089.637306,2252.7115337291,84768.6337111201,84670.6446470588,84530.4398766711,84788.625544853,84710.1235732621
2089.667784,2255.40076902323,84771.3229464142,84673.333882353,84533.1291119652,84791.3147801471,84712.8128085562
2089.698263,2258.09009255264,84774.0122699436,84676.0232058824,84535.8184354947,84794.0041036765,84715.5021320856
2089.728741,2260.77932784673,84776.7015052377,84678.7124411765,84538.5076707887,84796.6933389706,84718.1913673797
2089.75922,2263.46865137614,84779.3908287671,84681.4017647059,84541.1969943182,84799.3826625,84720.8806909091
2089.789698,2266.15788667027,84782.0800640612,84684.091,84543.8862296123,84802.0718977941,84723.5699262032
2089.820177,2268.84721019968,84784.7693875907,84686.7803235294,84546.5755531417,84804.7612213235,84726.2592497327
2089.850655,2271.53644549381,84787.4586228848,84689.4695588235,84549.2647884358,84807.4504566177,84728.9484850268
2089.881134,2274.22576902323,84790.1479464142,84692.158882353,84551.9541119652,84810.1397801471,84731.6378085562
2089.911612,2276.91500431731,84792.8371817083,84694.8481176471,84554.6433472593,84812.8290154412,84734.3270438503
2089.942091,2279.60432784673,84795.5265052377,84697.5374411765,84557.3326707887,84815.5183389706,84737.0163673797
2089.972569,2282.29356314086,84798.2157405318,84700.2266764706,84560.0219060829,84818.2075742647,84739.7056026738
2090.003048,2284.98288667027,84800.9050640612,84702.916,84562.7112296123,84820.8968977941,84742.3949262032
2090.033526,2287.6721219644,84803.5942993554,84705.6052352941,84565.4004649064,84823.5861330883,84745.0841614974
2090.064005,2290.36144549381,84806.2836228848,84708.2945588235,84568.0897884358,84826.2754566177,84747.7734850268
2090.094483,2293.0506807879,84808.9728581789,84710.9837941176,84570.7790237299,84828.9646919118,84750.4627203209
2090.124962,2295.74000431731,84811.6621817083,84713.673117647,84573.4683472593,84831.6540154412,84753.1520438503
2090.15544,2298.42923961144,84814.3514170024,84716.3623529412,84576.1575825535,84834.3432507353,84755.8412791444
2090.185919,2301.11856314086,84817.0407405318,84719.0516764706,84578.8469060829,84837.0325742647,84758.5306026738
2090.216397,2303.80779843498,84819.729975826,84721.7409117647,84581.536141377,84839.7218095588,84761.2198379679
2090.246876,2306.4971219644,84822.4192993554,84724.4302352941,84584.2254649064,84842.4111330883,84763.9091614974
2090.277354,2309.18635725849,84825.1085346495,84727.1194705882,84586.9147002005,84845.1003683824,84766.5983967915
2090.307833,2311.8756807879,84827.7978581789,84729.8087941176,84589.6040237299,84847.7896919118,84769.2877203209
2090.338311,2314.56491608203,84830.487093473,84732.4980294118,84592.293259024,84850.4789272059,84771.976955615
2090.36879,2317.25423961144,84833.1764170024,84735.1873529412,84594.9825825535,84853.1682507353,84774.6662791444
2090.399269,2319.94356314085,84835.8657405318,84737.8766764706,84597.6719060829,84855.8575742647,84777.3556026738
2090.429747,2322.63279843498,84838.554975826,84740.5659117647,84600.361141377,84858.5468095588,84780.0448379679
2090.460226,2325.3221219644,84841.2442993554,84743.2552352941,84603.0504649064,84861.2361330883,84782.7341614974
2090.490704,2328.01135725849,84843.9335346495,84745.9444705882,84605.7397002005,84863.9253683823,84785.4233967914
2090.521183,2330.7006807879,84846.6228581789,84748.6337941176,84608.4290237299,84866.6146919118,84788.1127203209
2090.551661,2333.38991608203,84849.312093473,84751.3230294118,84611.118259024,84869.3039272059,84790.801955615
2090.58214,2336.07923961144,84852.0014170024,84754.0123529412,84613.8075825535,84871.9932507353,84793.4912791444
2090.612618,2338.76847490557,84854.6906522965,84756.7015882353,84616.4968178476,84874.6824860294,84796.1805144385
2090.643097,2341.45779843498,84857.379975826,84759.3909117647,84619.186141377,84877.3718095588,84798.8698379679
2090.673575,2344.14703372907,84860.06921112,84762.0801470588,84621.8753766711,84880.0610448529,84801.559073262
2090.704054,2346.83635725848,84862.7585346495,84764.7694705882,84624.5647002005,84882.7503683823,84804.2483967914
2090.734532,2349.52559255261,84865.4477699436,84767.4587058823,84627.2539354946,84885.4396036765,84806.9376320856
2090.765011,2352.21491608203,84868.137093473,84770.1480294118,84629.943259024,84888.1289272059,84809.626955615
2090.795489,2354.90415137615,84870.8263287671,84772.8372647059,84632.6324943182,84890.8181625,84812.3161909091
2090.825968,2357.59347490557,84873.5156522965,84775.5265882353,84635.3218178476,84893.5074860294,84815.0055144385
2090.856446,2360.28271019966,84876.2048875906,84778.2158235294,84638.0110531417,84896.1967213235,84817.6947497326
2090.886925,2362.97203372907,84878.89421112,84780.9051470588,84640.7003766711,84898.8860448529,84820.384073262
2090.917403,2365.6612690232,84881.5834464142,84783.5943823529,84643.3896119652,84901.5752801471,84823.0733085562
2090.947882,2368.35059255261,84884.2727699436,84786.2837058823,84646.0789354946,84904.2646036765,84825.7626320856
2090.97836,2371.03982784674,84886.9620052377,84788.9729411765,84648.7681707888,84906.9538389706,84828.4518673797
2091.008839,2373.72915137615,84889.6513287671,84791.6622647059,84651.4574943182,84909.6431625,84831.1411909091
2091.039317,2376.41838667028,84892.3405640613,84794.3515,84654.1467296123,84912.3323977941,84833.8304262032
2091.069796,2379.0133100588,84894.9354874498,84796.9464233885,84656.7416530008,84914.9273211827,84836.4253495918
2091.100274,2381.47710047793,84897.3992778689,84799.4102138077,84659.20544342,84917.3911116018,84838.8891400109
2091.130753,2383.94097173542,84899.8631491264,84801.8740850652,84661.6693146774,84919.8549828593,84841.3530112684
2091.161231,2386.40476215459,84902.3269395456,84804.3378754843,84664.1331050966,84922.3187732785,84843.8168016876
2091.19171,2388.86863341208,84904.7908108031,84806.8017467418,84666.5969763541,84924.7826445359,84846.280672945
2091.222188,2391.33242383125,84907.2546012222,84809.265537161,84669.0607667733,84927.2464349551,84848.7444633642
2091.252667,2393.79629508874,84909.7184724797,84811.7294084185,84671.5246380308,84929.7103062126,84851.2083346217
2091.283145,2396.26008550787,84912.1822628988,84814.1931988376,84673.9884284499,84932.1740966317,84853.6721250408
2091.313624,2398.72395676536,84914.6461341563,84816.6570700951,84676.4522997074,84934.6379678892,84856.1359962983
2091.344102,2401.18774718453,84917.1099245755,84819.1208605143,84678.9160901265,84937.1017583084,84858.5997867175
2091.374581,2403.65161844202,84919.573795833,84821.5847317717,84681.379961384,84939.5656295659,84861.063657975
2091.405059,2406.11540886119,84922.0375862522,84824.0485221909,84683.8437518032,84942.029419985,84863.5274483942
2091.435538,2408.57928011868,84924.5014575097,84826.5123934484,84686.3076230607,84944.4932912425,84865.9913196516
2091.466016,2411.04307053781,84926.9652479288,84828.9761838675,84688.7714134798,84946.9570816617,84868.4551100708
2091.496495,2413.5069417953,84929.4291191863,84831.440055125,84691.2352847373,84949.4209529192,84870.9189813283
2091.526973,2415.97073221447,84931.8929096054,84833.9038455442,84693.6990751565,84951.8847433383,84873.3827717474
2091.557452,2418.43460347196,84934.3567808629,84836.3677168017,84696.162946414,84954.3486145958,84875.8466430049
2091.587931,2420.89847472944,84936.8206521204,84838.8315880592,84698.6268176715,84956.8124858533,84878.3105142624
2091.618409,2423.36226514862,84939.2844425396,84841.2953784783,84701.0906080906,84959.2762762725,84880.7743046816
2091.648888,2425.8261364061,84941.7483137971,84843.7592497358,84703.5544793481,84961.74014753,84883.2381759391
2091.679366,2428.28992682524,84944.2121042162,84846.223040155,84706.0182697673,84964.2039379491,84885.7019663582
2091.709845,2430.75379808272,84946.6759754737,84848.6869114125,84708.4821410247,84966.6678092066,84888.1658376157
2091.740323,2433.2175885019,84949.1397658929,84851.1507018316,84710.9459314439,84969.1315996257,84890.6296280349
2091.770802,2435.68145975938,84951.6036371504,84853.6145730891,84713.4098027014,84971.5954708832,84893.0934992923
2091.80128,2438.14525017855,84954.0674275695,84856.0783635083,84715.8735931206,84974.0592613024,84895.5572897115
2091.831759,2440.60912143604,84956.531298827,84858.5422347658,84718.3374643781,84976.5231325599,84898.021160969
2091.862237,2443.07291185518,84958.9950892461,84861.0060251849,84720.8012547972,84978.986922979,84900.4849513881
2091.892716,2445.53678311266,84961.4589605036,84863.4698964424,84723.2651260547,84981.4507942365,84902.9488226456
2091.923194,2448.00057353183,84963.9227509228,84865.9336868616,84725.7289164738,84983.9145846557,84905.4126130648
2091.953673,2450.46444478932,84966.3866221803,84868.397558119,84728.1927877313,84986.3784559132,84907.8764843223
2091.984151,2452.92823520849,84968.8504125995,84870.8613485382,84730.6565781505,84988.8422463324,84910.3402747415
2092.01463,2455.39210646598,84971.3142838569,84873.3252197957,84733.120449408,84991.3061175898,84912.8041459989
2092.045108,2457.85589688512,84973.7780742761,84875.7890102149,84735.5842398271,84993.769908009,84915.2679364181
2092.075587,2460.3197681426,84976.2419455336,84878.2528814723,84738.0481110846,84996.2337792665,84917.7318076756
2092.106065,2462.78355856177,84978.7057359528,84880.7166718915,84740.5119015038,84998.6975696856,84920.1955980947
2092.136544,2465.24742981926,84981.1696072102,84883.180543149,84742.9757727613,85001.1614409431,84922.6594693522
2092.167022,2467.71122023843,84983.6333976294,84885.6443335682,84745.4395631805,85003.6252313623,84925.1232597714
2092.197501,2470.17509149592,84986.0972688869,84888.1082048257,84747.9034344379,85006.0891026198,84927.5871310289
2092.227979,2472.63888191505,84988.561059306,84890.5719952448,84750.3672248571,85008.5528930389,84930.050921448
2092.258458,2475.10275317254,84991.0249305635,84893.0358665023,84752.8310961146,85011.0167642964,84932.5147927055
2092.288936,2477.56654359171,84993.4887209827,84895.4996569214,84755.2948865337,85013.4805547156,84934.9785831247
2092.319415,2480.0304148492,84995.9525922402,84897.9635281789,84757.7587577912,85015.9444259731,84937.4424543822
2092.349893,2482.49420526837,84998.4163826593,84900.4273185981,84760.2225482104,85018.4082163922,84939.9062448013
2092.380372,2484.95807652586,85000.8802539168,84902.8911898556,84762.6864194679,85020.8720876497,84942.3701160588
2092.41085,2487.42186694503,85003.344044336,84905.3549802748,84765.150209887,85023.3358780689,84944.833906478
2092.441329,2489.88573820252,85005.8079155935,84907.8188515322,84767.6140811445,85025.7997493264,84947.2977777355
2092.471807,2492.34952862165,85008.2717060126,84910.2826419514,84770.0778715637,85028.2635397455,84949.7615681546
2092.502286,2494.81339987914,85010.7355772701,84912.7465132089,84772.5417428212,85030.727411003,84952.2254394121
2092.532764,2497.27719029831,85013.1993676893,84915.210303628,84775.0055332403,85033.1912014222,84954.6892298313
2092.563243,2499.7410615558,85015.6632389468,84917.6741748855,84777.4694044978,85035.6550726797,84957.1531010888
2092.593721,2502.20485197497,85018.1270293659,84920.1379653047,84779.933194917,85038.1188630988,84959.6168915079
2092.6242,2504.66872323246,85020.5909006234,84922.6018365622,84782.3970661745,85040.5827343563,84962.0807627654
2092.654678,2507.13251365159,85023.0546910426,84925.0656269813,84784.8608565936,85043.0465247754,84964.5445531846
2092.685157,2509.59638490908,85025.5185623001,84927.5294982388,84787.3247278511,85045.5103960329,84967.008424442
2092.715635,2512.06017532825,85027.9823527192,84929.993288658,84789.7885182703,85047.9741864521,84969.4722148612
2092.746114,2514.52404658574,85030.4462239767,84932.4571599155,84792.2523895278,85050.4380577096,84971.9360861187
2092.776593,2516.98791784322,85032.9100952342,84934.921031173,84794.7162607852,85052.9019289671,84974.3999573762
2092.807071,2519.45170826239,85035.3738856534,84937.3848215921,84797.1800512044,85055.3657193863,84976.8637477954
2092.83755,2521.91557951988,85037.8377569109,84939.8486928496,84799.6439224619,85057.8295906437,84979.3276190528
2092.868028,2524.37936993902,85040.30154733,84942.3124832687,84802.107712881,85060.2933810629,84981.791409472
2092.898507,2526.8432411965,85042.7654185875,84944.7763545262,84804.5715841385,85062.7572523204,84984.2552807295
2092.928985,2529.30703161567,85045.2292090066,84947.2401449454,84807.0353745577,85065.2210427395,84986.7190711486
2092.959464,2531.77090287316,85047.6930802641,84949.7040162029,84809.4992458152,85067.684913997,84989.1829424061
