Depth,Floating Long Eccentricity, Anchoring to D.b.ash,Anchoring to D.e. ash,Anchoring to C.v. ash,Anchoring to S.d. ash,Anchoring to S.p. ash (nominal age model)
2109.02164,3731.05323887615,86246.9754162671,86148.9863522059,86008.7815818182,86266.96725,86188.4652784091
2109.052118,3732.76762637616,86248.6898037671,86150.7007397059,86010.4959693182,86268.6816375,86190.1796659091
2109.082597,3734.48207012616,86250.4042475171,86152.4151834559,86012.2104130682,86270.39608125,86191.8941096591
2109.113075,3736.19645762616,86252.1186350171,86154.1295709559,86013.9248005682,86272.11046875,86193.6084971591
2109.143554,3737.91090137616,86253.8330787671,86155.8440147059,86015.6392443182,86273.8249125,86195.3229409091
2109.174032,3739.62528887615,86255.5474662671,86157.5584022059,86017.3536318182,86275.5393,86197.0373284091
2109.204511,3741.33973262615,86257.2619100171,86159.2728459559,86019.0680755682,86277.25374375,86198.7517721591
2109.234989,3743.05412012615,86258.9762975171,86160.9872334559,86020.7824630682,86278.96813125,86200.4661596591
2109.265468,3744.76856387615,86260.6907412671,86162.7016772059,86022.4969068182,86280.682575,86202.1806034091
2109.295946,3746.48295137616,86262.4051287671,86164.4160647059,86024.2112943182,86282.3969625,86203.8949909091
2109.326425,3748.19739512616,86264.1195725171,86166.1305084559,86025.9257380682,86284.11140625,86205.6094346591
2109.356903,3749.91178262614,86265.8339600171,86167.8448959559,86027.6401255682,86285.82579375,86207.3238221591
2109.387382,3751.62622637614,86267.5484037671,86169.5593397059,86029.3545693182,86287.5402375,86209.0382659091
2109.41786,3753.34061387615,86269.2627912671,86171.2737272059,86031.0689568182,86289.254625,86210.7526534091
2109.448339,3755.05505762615,86270.9772350171,86172.9881709559,86032.7834005682,86290.96906875,86212.4670971591
2109.478817,3756.76944512616,86272.6916225171,86174.7025584559,86034.4977880682,86292.68345625,86214.1814846591
2109.509296,3758.48388887616,86274.4060662671,86176.4170022059,86036.2122318182,86294.3979,86215.8959284091
2109.539774,3760.19827637614,86276.1204537671,86178.1313897059,86037.9266193182,86296.1122875,86217.6103159091
2109.570253,3761.91272012614,86277.8348975171,86179.8458334559,86039.6410630682,86297.82673125,86219.3247596591
2109.600731,3763.62710762615,86279.5492850171,86181.5602209559,86041.3554505682,86299.54111875,86221.0391471591
2109.63121,3765.34155137615,86281.2637287671,86183.2746647059,86043.0698943182,86301.2555625,86222.7535909091
2109.661689,3767.05599512615,86282.9781725171,86184.9891084559,86044.7843380682,86302.97000625,86224.4680346591
2109.692167,3768.77038262616,86284.6925600171,86186.7034959559,86046.4987255682,86304.68439375,86226.1824221591
2109.722646,3770.48482637616,86286.4070037671,86188.4179397059,86048.2131693182,86306.3988375,86227.8968659091
2109.753124,3772.19921387614,86288.1213912671,86190.1323272059,86049.9275568182,86308.113225,86229.6112534091
2109.783603,3773.91365762614,86289.8358350171,86191.8467709559,86051.6420005682,86309.82766875,86231.3256971591
2109.814081,3775.62804512615,86291.5502225171,86193.5611584559,86053.3563880682,86311.54205625,86233.0400846591
2109.84456,3777.34248887615,86293.2646662671,86195.2756022059,86055.0708318182,86313.2565,86234.7545284091
2109.875038,3779.05687637616,86294.9790537671,86196.9899897059,86056.7852193182,86314.9708875,86236.4689159091
2109.905517,3780.77132012616,86296.6934975171,86198.7044334559,86058.4996630682,86316.68533125,86238.1833596591
2109.935995,3782.48570762614,86298.4078850171,86200.4188209559,86060.2140505682,86318.39971875,86239.8977471591
2109.966474,3784.20015137614,86300.1223287671,86202.1332647059,86061.9284943182,86320.1141625,86241.6121909091
2109.996952,3785.91453887615,86301.8367162671,86203.8476522059,86063.6428818182,86321.82855,86243.3265784091
2110.027431,3787.62898262615,86303.5511600171,86205.5620959559,86065.3573255682,86323.54299375,86245.0410221591
2110.057909,3789.34337012616,86305.2655475171,86207.2764834559,86067.0717130682,86325.25738125,86246.7554096591
2110.088388,3791.05781387616,86306.9799912671,86208.9909272059,86068.7861568182,86326.971825,86248.4698534091
2110.118866,3792.77220137614,86308.6943787671,86210.7053147059,86070.5005443182,86328.6862125,86250.1842409091
2110.149345,3794.48664512614,86310.4088225171,86212.4197584559,86072.2149880682,86330.40065625,86251.8986846591
2110.179823,3796.20103262615,86312.1232100171,86214.1341459559,86073.9293755682,86332.11504375,86253.6130721591
2110.210302,3797.91547637615,86313.8376537671,86215.8485897059,86075.6438193182,86333.8294875,86255.3275159091
2110.24078,3799.62986387615,86315.5520412671,86217.5629772059,86077.3582068182,86335.543875,86257.0419034091
2110.271259,3801.34430762615,86317.2664850171,86219.2774209559,86079.0726505682,86337.25831875,86258.7563471591
2110.301737,3803.05869512614,86318.9808725171,86220.9918084559,86080.7870380682,86338.97270625,86260.4707346591
2110.332216,3804.77313887614,86320.6953162671,86222.7062522059,86082.5014818182,86340.68715,86262.1851784091
2110.362694,3806.48752637614,86322.4097037671,86224.4206397059,86084.2158693182,86342.4015375,86263.8995659091
2110.393173,3808.20197012615,86324.1241475171,86226.1350834559,86085.9303130682,86344.11598125,86265.6140096591
2110.423651,3809.91635762615,86325.8385350171,86227.8494709559,86087.6447005682,86345.83036875,86267.3283971591
2110.45413,3811.63080137615,86327.5529787671,86229.5639147059,86089.3591443182,86347.5448125,86269.0428409091
2110.484608,3813.34518887616,86329.2673662671,86231.2783022059,86091.0735318182,86349.2592,86270.7572284091
2110.515087,3815.05963262616,86330.9818100171,86232.9927459559,86092.7879755682,86350.97364375,86272.4716721591
2110.545565,3816.77402012614,86332.6961975171,86234.7071334559,86094.5023630682,86352.68803125,86274.1860596591
2110.576044,3818.48846387614,86334.4106412671,86236.4215772059,86096.2168068182,86354.402475,86275.9005034091
2110.606522,3820.20285137615,86336.1250287671,86238.1359647059,86097.9311943182,86356.1168625,86277.6148909091
2110.637001,3821.91729512615,86337.8394725171,86239.8504084559,86099.6456380682,86357.83130625,86279.3293346591
2110.667479,3823.63168262616,86339.5538600171,86241.5647959559,86101.3600255682,86359.54569375,86281.0437221591
2110.697958,3825.34612637616,86341.2683037671,86243.2792397059,86103.0744693182,86361.2601375,86282.7581659091
2110.728436,3827.06051387614,86342.9826912671,86244.9936272059,86104.7888568182,86362.974525,86284.4725534091
2110.758915,3828.77495762614,86344.6971350171,86246.7080709559,86106.5033005682,86364.68896875,86286.1869971591
2110.789393,3830.48934512615,86346.4115225171,86248.4224584559,86108.2176880682,86366.40335625,86287.9013846591
2110.819872,3832.20378887615,86348.1259662671,86250.1369022059,86109.9321318182,86368.1178,86289.6158284091
2110.850351,3833.91823262615,86349.8404100171,86251.8513459559,86111.6465755682,86369.83224375,86291.3302721591
2110.880829,3835.63262012616,86351.5547975171,86253.5657334559,86113.3609630682,86371.54663125,86293.0446596591
2110.911308,3837.34706387616,86353.2692412671,86255.2801772059,86115.0754068182,86373.261075,86294.7591034091
2110.941786,3839.06145137614,86354.9836287671,86256.9945647059,86116.7897943182,86374.9754625,86296.4734909091
2110.972265,3840.77589512614,86356.6980725171,86258.7090084559,86118.5042380682,86376.68990625,86298.1879346591
2111.002743,3842.49028262615,86358.4124600171,86260.4233959559,86120.2186255682,86378.40429375,86299.9023221591
2111.033222,3844.20472637615,86360.1269037671,86262.1378397059,86121.9330693182,86380.1187375,86301.6167659091
2111.0637,3845.91911387616,86361.8412912671,86263.8522272059,86123.6474568182,86381.833125,86303.3311534091
2111.094179,3847.63355762616,86363.5557350171,86265.5666709559,86125.3619005682,86383.54756875,86305.0455971591
2111.124657,3849.34794512614,86365.2701225171,86267.2810584559,86127.0762880682,86385.26195625,86306.7599846591
2111.155136,3851.06238887614,86366.9845662671,86268.9955022059,86128.7907318182,86386.9764,86308.4744284091
2111.185614,3852.77677637615,86368.6989537671,86270.7098897059,86130.5051193182,86388.6907875,86310.1888159091
2111.216093,3854.49122012615,86370.4133975171,86272.4243334559,86132.2195630682,86390.40523125,86311.9032596591
2111.246571,3856.20560762615,86372.1277850171,86274.1387209559,86133.9339505682,86392.11961875,86313.6176471591
2111.27705,3857.92005137616,86373.8422287671,86275.8531647059,86135.6483943182,86393.8340625,86315.3320909091
2111.307528,3859.63443887614,86375.5566162671,86277.5675522059,86137.3627818182,86395.54845,86317.0464784091
2111.338007,3861.34888262614,86377.2710600171,86279.2819959559,86139.0772255682,86397.26289375,86318.7609221591
2111.368485,3863.06327012614,86378.9854475171,86280.9963834559,86140.7916130682,86398.97728125,86320.4753096591
2111.398964,3864.77771387615,86380.6998912671,86282.7108272059,86142.5060568182,86400.691725,86322.1897534091
2111.429442,3866.49210137615,86382.4142787671,86284.4252147059,86144.2204443182,86402.4061125,86323.9041409091
2111.459921,3868.20654512615,86384.1287225171,86286.1396584559,86145.9348880682,86404.12055625,86325.6185846591
2111.490399,3869.92093262614,86385.8431100171,86287.8540459559,86147.6492755682,86405.83494375,86327.3329721591
2111.520878,3871.63537637614,86387.5575537671,86289.5684897059,86149.3637193181,86407.5493875,86329.0474159091
2111.551356,3873.34976387614,86389.2719412671,86291.2828772059,86151.0781068182,86409.263775,86330.7618034091
2111.581835,3875.06420762614,86390.9863850171,86292.9973209559,86152.7925505682,86410.97821875,86332.4762471591
2111.612313,3876.77859512615,86392.7007725171,86294.7117084559,86154.5069380682,86412.69260625,86334.1906346591
2111.642792,3878.49303887615,86394.4152162671,86296.4261522059,86156.2213818182,86414.40705,86335.9050784091
2111.67327,3880.20742637613,86396.1296037671,86298.1405397059,86157.9357693182,86416.1214375,86337.6194659091
2111.703749,3881.92187012613,86397.8440475171,86299.8549834559,86159.6502130681,86417.83588125,86339.3339096591
2111.734227,3883.63625762614,86399.5584350171,86301.5693709559,86161.3646005682,86419.55026875,86341.0482971591
2111.764706,3885.35070137614,86401.2728787671,86303.2838147059,86163.0790443182,86421.2647125,86342.7627409091
2111.795184,3887.06508887615,86402.9872662671,86304.9982022059,86164.7934318182,86422.9791,86344.4771284091
2111.825663,3888.77953262615,86404.7017100171,86306.7126459559,86166.5078755682,86424.69354375,86346.1915721591
2111.856141,3890.49392012616,86406.4160975171,86308.4270334559,86168.2222630682,86426.40793125,86347.9059596591
2111.88662,3892.20836387616,86408.1305412671,86310.1414772059,86169.9367068182,86428.122375,86349.6204034091
2111.917098,3893.92275137614,86409.8449287671,86311.8558647059,86171.6510943181,86429.8367625,86351.3347909091
2111.947577,3895.63719512614,86411.5593725171,86313.5703084559,86173.3655380682,86431.55120625,86353.0492346591
2111.978055,3897.35158262615,86413.2737600171,86315.2846959559,86175.0799255682,86433.26559375,86354.7636221591
2112.008534,3899.06602637615,86414.9882037671,86316.9991397059,86176.7943693182,86434.9800375,86356.4780659091
2112.039012,3900.78041387616,86416.7025912671,86318.7135272059,86178.5087568182,86436.694425,86358.1924534091
2112.069491,3902.49485762616,86418.4170350171,86320.4279709559,86180.2232005682,86438.40886875,86359.9068971591
2112.09997,3904.20930137616,86420.1314787671,86322.1424147059,86181.9376443182,86440.1233125,86361.6213409091
2112.130448,3905.92368887614,86421.8458662671,86323.8568022059,86183.6520318182,86441.8377,86363.3357284091
2112.160927,3907.63813262614,86423.5603100171,86325.5712459559,86185.3664755682,86443.55214375,86365.0501721591
2112.191405,3909.35252012615,86425.2746975171,86327.2856334559,86187.0808630682,86445.26653125,86366.7645596591
2112.221884,3911.06696387615,86426.9891412671,86329.0000772059,86188.7953068182,86446.980975,86368.4790034091
2112.252362,3912.78135137616,86428.7035287671,86330.7144647059,86190.5096943182,86448.6953625,86370.1933909091
2112.282841,3914.49579512616,86430.4179725171,86332.4289084559,86192.2241380682,86450.40980625,86371.9078346591
2112.313319,3916.21018262614,86432.1323600171,86334.1432959559,86193.9385255682,86452.12419375,86373.6222221591
2112.343798,3917.92462637614,86433.8468037671,86335.8577397059,86195.6529693182,86453.8386375,86375.3366659091
2112.374276,3919.63901387615,86435.5611912671,86337.5721272059,86197.3673568182,86455.553025,86377.0510534091
2112.404755,3921.35345762615,86437.2756350171,86339.2865709559,86199.0818005682,86457.26746875,86378.7654971591
2112.435233,3923.06784512615,86438.9900225171,86341.0009584559,86200.7961880682,86458.98185625,86380.4798846591
2112.465712,3924.78228887615,86440.7044662671,86342.7154022059,86202.5106318182,86460.6963,86382.1943284091
2112.49619,3926.49667637614,86442.4188537671,86344.4297897059,86204.2250193182,86462.4106875,86383.9087159091
2112.526669,3928.21112012614,86444.1332975171,86346.1442334559,86205.9394630681,86464.12513125,86385.6231596591
2112.557147,3929.92550762614,86445.8476850171,86347.8586209559,86207.6538505682,86465.83951875,86387.3375471591
2112.587626,3931.63995137614,86447.5621287671,86349.5730647059,86209.3682943182,86467.5539625,86389.0519909091
2112.618104,3933.35433887615,86449.2765162671,86351.2874522059,86211.0826818182,86469.26835,86390.7663784091
2112.648583,3935.06878262615,86450.9909600171,86353.0018959559,86212.7971255682,86470.98279375,86392.4808221591
2112.679061,3936.78317012613,86452.7053475171,86354.7162834559,86214.5115130682,86472.69718125,86394.1952096591
2112.70954,3938.49761387613,86454.4197912671,86356.4307272059,86216.2259568181,86474.411625,86395.9096534091
2112.740018,3940.21200137614,86456.1341787671,86358.1451147059,86217.9403443182,86476.1260125,86397.6240409091
2112.770497,3941.92644512614,86457.8486225171,86359.8595584559,86219.6547880682,86477.84045625,86399.3384846591
2112.800975,3943.64083262615,86459.5630100171,86361.5739459559,86221.3691755682,86479.55484375,86401.0528721591
2112.831454,3945.35527637615,86461.2774537671,86363.2883897059,86223.0836193182,86481.2692875,86402.7673159091
2112.861932,3947.06966387613,86462.9918412671,86365.0027772059,86224.7980068181,86482.983675,86404.4817034091
2112.892411,3948.78410762613,86464.7062850171,86366.7172209559,86226.5124505681,86484.69811875,86406.1961471591
2112.922889,3950.49849512614,86466.4206725171,86368.4316084559,86228.2268380682,86486.41250625,86407.9105346591
2112.953368,3952.21293887614,86468.1351162671,86370.1460522059,86229.9412818182,86488.12695,86409.6249784091
2112.983846,3953.92732637615,86469.8495037671,86371.8604397059,86231.6556693182,86489.8413375,86411.3393659091
2113.014325,3955.64177012615,86471.5639475171,86373.5748834559,86233.3701130682,86491.55578125,86413.0538096591
2113.044803,3957.35615762613,86473.2783350171,86375.2892709559,86235.0845005681,86493.27016875,86414.7681971591
2113.075282,3959.07060137613,86474.9927787671,86377.0037147059,86236.7989443181,86494.9846125,86416.4826409091
2113.10576,3960.78498887614,86476.7071662671,86378.7181022059,86238.5133318182,86496.699,86418.1970284091
2113.136239,3962.49943262614,86478.4216100171,86380.4325459559,86240.2277755682,86498.41344375,86419.9114721591
2113.166717,3964.21382012615,86480.1359975171,86382.1469334559,86241.9421630682,86500.12783125,86421.6258596591
2113.197196,3965.92826387615,86481.8504412671,86383.8613772059,86243.6566068182,86501.842275,86423.3403034091
2113.227674,3967.64265137615,86483.5648287671,86385.5757647059,86245.3709943182,86503.5566625,86425.0546909091
2113.258153,3969.35709512616,86485.2792725171,86387.2902084559,86247.0854380682,86505.27110625,86426.7691346591
2113.288632,3971.07153887613,86486.9937162671,86389.0046522059,86248.7998818182,86506.98555,86428.4835784091
2113.31911,3972.78592637614,86488.7081037671,86390.7190397059,86250.5142693182,86508.6999375,86430.1979659091
2113.349589,3974.50037012614,86490.4225475171,86392.4334834559,86252.2287130682,86510.41438125,86431.9124096591
2113.380067,3976.21475762615,86492.1369350171,86394.1478709559,86253.9431005682,86512.12876875,86433.6267971591
2113.410546,3977.92920137615,86493.8513787671,86395.8623147059,86255.6575443182,86513.8432125,86435.3412409091
2113.441024,3979.64358887615,86495.5657662671,86397.5767022059,86257.3719318182,86515.5576,86437.0556284091
2113.471503,3981.35803262615,86497.2802100171,86399.2911459559,86259.0863755682,86517.27204375,86438.7700721591
2113.501981,3983.07242012614,86498.9945975171,86401.0055334559,86260.8007630682,86518.98643125,86440.4844596591
2113.53246,3984.78686387614,86500.7090412671,86402.7199772059,86262.5152068181,86520.700875,86442.1989034091
2113.562938,3986.50125137614,86502.4234287671,86404.4343647059,86264.2295943182,86522.4152625,86443.9132909091
2113.593417,3988.21569512614,86504.1378725171,86406.1488084559,86265.9440380682,86524.12970625,86445.6277346591
2113.623895,3989.93008262615,86505.8522600171,86407.8631959559,86267.6584255682,86525.84409375,86447.3421221591
2113.654374,3991.64452637615,86507.5667037671,86409.5776397059,86269.3728693182,86527.5585375,86449.0565659091
2113.684852,3993.35891387613,86509.2810912671,86411.2920272059,86271.0872568182,86529.272925,86450.7709534091
2113.715331,3995.07335762614,86510.9955350171,86413.0064709559,86272.8017005681,86530.98736875,86452.4853971591
2113.745809,3996.78774512614,86512.7099225171,86414.7208584559,86274.5160880682,86532.70175625,86454.1997846591
2113.776288,3998.68349969075,86514.6056770817,86416.6166130205,86276.4118426328,86534.5975108146,86456.0955392237
2113.806766,4000.99503339863,86516.9172107896,86418.9281467284,86278.7233763406,86536.9090445225,86458.4070729316
2113.837245,4003.30664294919,86519.2288203402,86421.2397562789,86281.0349858912,86539.220654073,86460.7186824822
2113.867723,4005.61817665703,86521.540354048,86423.5512899868,86283.346519599,86541.5321877809,86463.03021619
2113.898202,4007.92978620759,86523.8519635986,86425.8628995373,86285.6581291496,86543.8437973315,86465.3418257406
2113.92868,4010.24131991547,86526.1634973064,86428.1744332452,86287.9696628575,86546.1553310393,86467.6533594484
2113.959159,4012.55292946603,86528.475106857,86430.4860427958,86290.281272408,86548.4669405899,86469.964968999
2113.989637,4014.8644631739,86530.7866405649,86432.7975765036,86292.5928061159,86550.7784742978,86472.2765027069
2114.020116,4017.17607272447,86533.0982501154,86435.1091860542,86294.9044156665,86553.0900838483,86474.5881122574
2114.050594,4019.48760643231,86535.4097838233,86437.420719762,86297.2159493743,86555.4016175562,86476.8996459653
2114.081073,4021.79921598287,86537.7213933739,86439.7323293126,86299.5275589249,86557.7132271067,86479.2112555158
2114.111551,4024.11074969075,86540.0329270817,86442.0438630205,86301.8390926328,86560.0247608146,86481.5227892237
2114.14203,4026.42235924131,86542.3445366323,86444.355472571,86304.1507021833,86562.3363703652,86483.8343987743
2114.172508,4028.73389294918,86544.6560703402,86446.6670062789,86306.4622358912,86564.647904073,86486.1459324821
2114.202987,4031.04550249975,86546.9676798907,86448.9786158295,86308.7738454418,86566.9595136236,86488.4575420327
2114.233465,4033.35703620759,86549.2792135986,86451.2901495373,86311.0853791496,86569.2710473315,86490.7690757406
2114.263944,4035.66864575815,86551.5908231491,86453.6017590879,86313.3969887002,86571.582656882,86493.0806852911
2114.294422,4037.98017946602,86553.902356857,86455.9132927958,86315.708522408,86573.8941905899,86495.392218999
2114.324901,4040.29178901659,86556.2139664076,86458.2249023463,86318.0201319586,86576.2058001405,86497.7038285496
2114.355379,4042.60332272446,86558.5255001154,86460.5364360542,86320.3316656665,86578.5173338483,86500.0153622574
2114.385858,4044.91493227503,86560.837109666,86462.8480456048,86322.643275217,86580.8289433989,86502.326971808
2114.416336,4047.22646598287,86563.1486433738,86465.1595793126,86324.9548089249,86583.1404771067,86504.6385055158
2114.446815,4049.53807553343,86565.4602529244,86467.4711888632,86327.2664184754,86585.4520866573,86506.9501150664
2114.477294,4051.84968508399,86567.771862475,86469.7827984137,86329.578028026,86587.7636962079,86509.261724617
2114.507772,4054.16121879187,86570.0833961828,86472.0943321216,86331.8895617339,86590.0752299157,86511.5732583248
2114.538251,4056.47282834243,86572.3950057334,86474.4059416722,86334.2011712844,86592.3868394663,86513.8848678754
2114.568729,4058.7843620503,86574.7065394413,86476.71747538,86336.5127049923,86594.6983731742,86516.1964015833
2114.599208,4061.09597160087,86577.0181489918,86479.0290849306,86338.8243145429,86597.0099827247,86518.5080111338
2114.629686,4063.40750530874,86579.3296826997,86481.3406186385,86341.1358482508,86599.3215164326,86520.8195448417
2114.660165,4065.71911485927,86581.6412922502,86483.652228189,86343.4474578013,86601.6331259831,86523.1311543922
2114.690643,4068.03064856715,86583.9528259581,86485.9637618969,86345.7589915092,86603.944659691,86525.4426881001
2114.721122,4070.34225811771,86586.2644355087,86488.2753714474,86348.0706010597,86606.2562692416,86527.7542976507
2114.7516,4072.65379182558,86588.5759692166,86490.5869051553,86350.3821347676,86608.5678029494,86530.0658313585
2114.782079,4074.96540137615,86590.8875787671,86492.8985147059,86352.6937443182,86610.8794125,86532.3774409091
2114.812557,4077.27693508402,86593.199112475,86495.2100484137,86355.005278026,86613.1909462079,86534.688974617
2114.843036,4079.58854463458,86595.5107220256,86497.5216579643,86357.3168875766,86615.5025557584,86537.0005841675
2114.873514,4081.90007834242,86597.8222557334,86499.8331916722,86359.6284212844,86617.8140894663,86539.3121178754
2114.903993,4084.21168789299,86600.133865284,86502.1448012227,86361.940030835,86620.1256990168,86541.6237274259
2114.934471,4086.52322160086,86602.4453989918,86504.4563349306,86364.2515645429,86622.4372327247,86543.9352611338
2114.96495,4088.83483115142,86604.7570085424,86506.7679444812,86366.5631740934,86624.7488422753,86546.2468706844
2114.995428,4091.1463648593,86607.0685422503,86509.079478189,86368.8747078013,86627.0603759832,86548.5584043923
2115.025907,4093.45797440986,86609.3801518008,86511.3910877396,86371.1863173519,86629.3719855337,86550.8700139428
2115.056385,4095.7695081177,86611.6916855087,86513.7026214474,86373.4978510597,86631.6835192416,86553.1815476507
2115.086864,4098.08111766827,86614.0032950592,86516.014230998,86375.8094606103,86633.9951287921,86555.4931572012
2115.117342,4100.39265137614,86616.3148287671,86518.3257647059,86378.1209943182,86636.3066625,86557.8046909091
2115.147821,4102.7042609267,86618.6264383177,86520.6373742564,86380.4326038687,86638.6182720506,86560.1163004597
2115.178299,4105.01579463458,86620.9379720256,86522.9489079643,86382.7441375766,86640.9298057584,86562.4278341675
2115.208778,4107.32740418514,86623.2495815761,86525.2605175149,86385.0557471272,86643.241415309,86564.7394437181
2115.239256,4109.63893789298,86625.561115284,86527.5720512227,86387.367280835,86645.5529490168,86567.0509774259
2115.269735,4111.95054744354,86627.8727248345,86529.8836607733,86389.6788903856,86647.8645585674,86569.3625869765
2115.300213,4114.26208115142,86630.1842585424,86532.1951944811,86391.9904240934,86650.1760922753,86571.6741206844
2115.330692,4116.57369070198,86632.495868093,86534.5068040317,86394.302033644,86652.4877018258,86573.9857302349
2115.36117,4118.88522440986,86634.8074018008,86536.8183377396,86396.6135673519,86654.7992355337,86576.2972639428
2115.391649,4121.19683396042,86637.1190113514,86539.1299472901,86398.9251769024,86657.1108450843,86578.6088734934
2115.422127,4123.50836766826,86639.4305450592,86541.441480998,86401.2367106103,86659.4223787921,86580.9204072012
2115.452606,4125.81997721882,86641.7421546098,86543.7530905485,86403.5483201608,86661.7339883427,86583.2320167518
2115.483084,4128.1315109267,86644.0536883177,86546.0646242564,86405.8598538687,86664.0455220506,86585.5435504597
2115.513563,4130.44312047726,86646.3652978682,86548.376233807,86408.1714634193,86666.3571316011,86587.8551600102
2115.544041,4132.75465418514,86648.6768315761,86550.6877675149,86410.4829971272,86668.668665309,86590.1666937181
2115.57452,4135.0662637357,86650.9884411267,86552.9993770654,86412.7946066777,86670.9802748596,86592.4783032687
2115.604998,4137.37779744354,86653.2999748345,86555.3109107733,86415.1061403856,86673.2918085674,86594.7898369765
2115.635477,4139.6894069941,86655.6115843851,86557.6225203238,86417.4177499361,86675.603418118,86597.1014465271
2115.665956,4142.00101654466,86657.9231939356,86559.9341298744,86419.7293594867,86677.9150276685,86599.4130560776
2115.696434,4144.31255025254,86660.2347276435,86562.2456635823,86422.0408931946,86680.2265613764,86601.7245897855
2115.726913,4146.6241598031,86662.5463371941,86564.5572731328,86424.3525027451,86682.538170927,86604.0361993361
2115.757391,4148.93569351098,86664.8578709019,86566.8688068407,86426.664036453,86684.8497046348,86606.3477330439
2115.78787,4151.24730306154,86667.1694804525,86569.1804163913,86428.9756460036,86687.1613141854,86608.6593425945
2115.818348,4153.55883676938,86669.4810141604,86571.4919500991,86431.2871797114,86689.4728478932,86610.9708763023
2115.848827,4155.87044631994,86671.7926237109,86573.8035596497,86433.598789262,86691.7844574438,86613.2824858529
2115.879305,4158.18198002782,86674.1041574188,86576.1150933576,86435.9103229698,86694.0959911517,86615.5940195608
2115.909784,4160.49358957838,86676.4157669694,86578.4267029081,86438.2219325204,86696.4076007022,86617.9056291113
2115.940262,4162.80512328626,86678.7273006772,86580.738236616,86440.5334662283,86698.7191344101,86620.2171628192
2115.970741,4165.11673283682,86681.0389102278,86583.0498461666,86442.8450757788,86701.0307439607,86622.5287723698
2116.001219,4167.42826654469,86683.3504439357,86585.3613798744,86445.1566094867,86703.3422776685,86624.8403060777
2116.031698,4169.73987609522,86685.6620534862,86587.672989425,86447.4682190372,86705.6538872191,86627.1519156282
2116.062176,4172.0514098031,86687.9735871941,86589.9845231328,86449.7797527451,86707.965420927,86629.4634493361
2116.092655,4174.36301935366,86690.2851967446,86592.2961326834,86452.0913622957,86710.2770304775,86631.7750588866
2116.123133,4176.67455306154,86692.5967304525,86594.6076663913,86454.4028960036,86712.5885641854,86634.0865925945
2116.153612,4178.9861626121,86694.9083400031,86596.9192759418,86456.7145055541,86714.900173736,86636.3982021451
2116.18409,4181.29769631997,86697.2198737109,86599.2308096497,86459.026039262,86717.2117074438,86638.7097358529
2116.214569,4183.60930587054,86699.5314832615,86601.5424192003,86461.3376488126,86719.5233169944,86641.0213454035
2116.245047,4185.92083957838,86701.8430169693,86603.8539529081,86463.6491825204,86721.8348507022,86643.3328791113
2116.275526,4188.23244912894,86704.1546265199,86606.1655624587,86465.960792071,86724.1464602528,86645.6444886619
2116.306004,4190.54398283681,86706.4661602278,86608.4770961665,86468.2723257788,86726.4579939607,86647.9560223698
2116.336483,4192.85559238738,86708.7777697783,86610.7887057171,86470.5839353294,86728.7696035112,86650.2676319203
2116.366961,4195.16712609525,86711.0893034862,86613.100239425,86472.8954690373,86731.0811372191,86652.5791656282
2116.39744,4197.47873564581,86713.4009130368,86615.4118489755,86475.2070785878,86733.3927467697,86654.8907751788
2116.427918,4199.79026935365,86715.7124467446,86617.7233826834,86477.5186122957,86735.7042804775,86657.2023088866
2116.458397,4202.10187890422,86718.0240562952,86620.034992234,86479.8302218462,86738.0158900281,86659.5139184372
2116.488875,4204.41341261209,86720.3355900031,86622.3465259418,86482.1417555541,86740.327423736,86661.8254521451
2116.519354,4206.72502216266,86722.6471995536,86624.6581354924,86484.4533651047,86742.6390332865,86664.1370616956
2116.549832,4209.03655587053,86724.9587332615,86626.9696692003,86486.7648988125,86744.9505669944,86666.4485954035
2116.580311,4211.34816542109,86727.2703428121,86629.2812787508,86489.0765083631,86747.262176545,86668.7602049541
2116.610789,4213.65969912893,86729.5818765199,86631.5928124587,86491.3880420709,86749.5737102528,86671.0717386619
2116.641268,4215.9713086795,86731.8934860705,86633.9044220092,86493.6996516215,86751.8853198034,86673.3833482125
2116.671746,4218.28284238737,86734.2050197783,86636.2159557171,86496.0111853294,86754.1968535112,86675.6948819203
2116.702225,4220.59445193793,86736.5166293289,86638.5275652677,86498.3227948799,86756.5084630618,86678.0064914709
2116.732703,4222.90598564581,86738.8281630368,86640.8390989755,86500.6343285878,86758.8199967697,86680.3180251788
2116.763182,4225.21759519637,86741.1397725873,86643.1507085261,86502.9459381384,86761.1316063202,86682.6296347293
2116.79366,4227.52912890421,86743.4513062952,86645.4622422339,86505.2574718462,86763.4431400281,86684.9411684372
2116.824139,4229.84073845478,86745.7629158458,86647.7738517845,86507.5690813968,86765.7547495786,86687.2527779877
2116.854617,4232.15227216265,86748.0744495536,86650.0853854924,86509.8806151047,86768.0662832865,86689.5643116956
2116.885096,4234.46388171321,86750.3860591042,86652.3969950429,86512.1922246552,86770.3778928371,86691.8759212462
2116.915575,4236.77549126378,86752.6976686548,86654.7086045935,86514.5038342058,86772.6895023876,86694.1875307967
2116.946053,4239.08702497165,86755.0092023626,86657.0201383014,86516.8153679137,86775.0010360955,86696.4990645046
2116.976532,4241.39863452221,86757.3208119132,86659.3317478519,86519.1269774642,86777.3126456461,86698.8106740552
