Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.,top,to,section,interval,depth_mbsf,depth_rmcd,diff,row,from,bot,section2,interval2,depth_mbsf2,depth_rmcd2,diff2,row2,my_rmcd,on_splice
208,1267,B,15,H,3,90,130.5,164.8,164.91,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,144.91,TRUE
208,1267,B,15,H,3,92.5,130.525,167,167.11,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,144.935,TRUE
208,1267,B,15,H,3,95,130.55,165.8,165.92,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,144.96,TRUE
208,1267,B,15,H,3,97.5,130.575,161,161.12,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,144.98499999999999,TRUE
208,1267,B,15,H,3,100,130.6,150.5,150.62,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.01,TRUE
208,1267,B,15,H,3,102.5,130.625,130,130.12,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.035,TRUE
208,1267,B,15,H,3,105,130.65,112.5,112.63,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.06,TRUE
208,1267,B,15,H,3,107.5,130.675,99,99.13,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.085,TRUE
208,1267,B,15,H,3,110,130.7,81.5,81.63,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.10999999999999,TRUE
208,1267,B,15,H,3,112.5,130.725,69.8,69.94,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.135,TRUE
208,1267,B,15,H,3,115,130.75,74.2,74.34,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.16,TRUE
208,1267,B,15,H,3,117.5,130.775,77.8,77.94,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.185,TRUE
208,1267,B,15,H,3,120,130.8,79,79.15,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.21,TRUE
208,1267,B,15,H,3,122.5,130.825,83.5,83.65,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.23499999999999,TRUE
208,1267,B,15,H,3,125,130.85,94,94.15,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.26,TRUE
208,1267,B,15,H,3,127.5,130.875,100.8,100.96,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.285,TRUE
208,1267,B,15,H,3,130,130.9,95.2,95.36,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.31,TRUE
208,1267,B,15,H,3,132.5,130.925,94.2,94.37,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.335,TRUE
208,1267,B,15,H,3,135,130.95,97,97.17,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.35999999999999,TRUE
208,1267,B,15,H,3,137.5,130.975,99.5,99.67,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.385,TRUE
208,1267,B,15,H,3,140,131,99,99.17,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.41,TRUE
208,1267,B,15,H,3,142.5,131.025,93.2,93.38,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.435,TRUE
208,1267,B,15,H,3,145,131.05,85.5,85.68,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.46,TRUE
208,1267,B,15,H,4,5,131.15,52.5,52.51,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.56,TRUE
208,1267,B,15,H,4,7.5,131.175,47.8,47.81,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.585,TRUE
208,1267,B,15,H,4,10,131.2,42.2,42.22,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.60999999999999,TRUE
208,1267,B,15,H,4,12.5,131.225,39.5,39.52,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.635,TRUE
208,1267,B,15,H,4,15,131.25,42,42.02,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.66,TRUE
208,1267,B,15,H,4,17.5,131.275,39.5,39.52,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.685,TRUE
208,1267,B,15,H,4,20,131.3,37,37.03,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.71,TRUE
208,1267,B,15,H,4,22.5,131.325,42.8,42.83,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.73499999999999,TRUE
208,1267,B,15,H,4,25,131.35,53,53.03,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.76,TRUE
208,1267,B,15,H,4,27.5,131.375,64.5,64.54,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.785,TRUE
208,1267,B,15,H,4,30,131.4,78,78.04,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.81,TRUE
208,1267,B,15,H,4,32.5,131.425,96.5,96.54,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.835,TRUE
208,1267,B,15,H,4,35,131.45,110.2,110.24,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.85999999999999,TRUE
208,1267,B,15,H,4,37.5,131.475,121.8,121.85,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.885,TRUE
208,1267,B,15,H,4,40,131.5,132,132.05,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.91,TRUE
208,1267,B,15,H,4,42.5,131.525,146.8,146.85,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.935,TRUE
208,1267,B,15,H,4,45,131.55,161.2,161.26,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.96,TRUE
208,1267,B,15,H,4,47.5,131.575,173,173.06,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,145.98499999999999,TRUE
208,1267,B,15,H,4,50,131.6,176.8,176.86,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.01,TRUE
208,1267,B,15,H,4,52.5,131.625,175.2,175.26,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.035,TRUE
208,1267,B,15,H,4,55,131.65,162.5,162.57,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.06,TRUE
208,1267,B,15,H,4,57.5,131.675,142.8,142.87,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.085,TRUE
208,1267,B,15,H,4,60,131.7,131,131.07,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.10999999999999,TRUE
208,1267,B,15,H,4,62.5,131.725,131,131.08,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.135,TRUE
208,1267,B,15,H,4,65,131.75,138.5,138.58,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.16,TRUE
208,1267,B,15,H,4,67.5,131.775,145.2,145.28,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.185,TRUE
208,1267,B,15,H,4,70,131.8,154.8,154.89,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.21,TRUE
208,1267,B,15,H,4,72.5,131.825,163.5,163.59,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.23499999999999,TRUE
208,1267,B,15,H,4,75,131.85,167.8,167.89,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.26,TRUE
208,1267,B,15,H,4,77.5,131.875,171.8,171.89,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.285,TRUE
208,1267,B,15,H,4,80,131.9,172.8,172.9,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.31,TRUE
208,1267,B,15,H,4,82.5,131.925,169.8,169.9,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.335,TRUE
208,1267,B,15,H,4,85,131.95,167.5,167.6,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.35999999999999,TRUE
208,1267,B,15,H,4,87.5,131.975,166,166.11,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.385,TRUE
208,1267,B,15,H,4,90,132,166,166.11,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.41,TRUE
208,1267,B,15,H,4,92.5,132.025,168.2,168.31,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.435,TRUE
208,1267,B,15,H,4,95,132.05,170.8,170.92,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.46,TRUE
208,1267,B,15,H,4,97.5,132.075,168.8,168.92,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.48499999999999,TRUE
208,1267,B,15,H,4,100,132.1,168.2,168.32,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.51,TRUE
208,1267,B,15,H,4,102.5,132.125,170,170.13,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.535,TRUE
208,1267,B,15,H,4,105,132.15,172.8,172.93,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.56,TRUE
208,1267,B,15,H,4,107.5,132.175,173,173.13,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.585,TRUE
208,1267,B,15,H,4,110,132.2,176,176.13,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.60999999999999,TRUE
208,1267,B,15,H,4,112.5,132.225,179.8,179.94,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.635,TRUE
208,1267,B,15,H,4,115,132.25,184.2,184.34,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.66,TRUE
208,1267,B,15,H,4,117.5,132.275,189,189.14,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.685,TRUE
208,1267,B,15,H,4,120,132.3,192.2,192.35,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.71,TRUE
208,1267,B,15,H,4,122.5,132.325,193.2,193.35,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.73499999999999,TRUE
208,1267,B,15,H,4,125,132.35,186.2,186.36,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.76,TRUE
208,1267,B,15,H,4,127.5,132.375,176,176.16,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.785,TRUE
208,1267,B,15,H,4,130,132.4,165,165.16,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.81,TRUE
208,1267,B,15,H,4,132.5,132.425,145.8,145.97,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.835,TRUE
208,1267,B,15,H,4,135,132.45,133.5,133.67,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.85999999999999,TRUE
208,1267,B,15,H,4,137.5,132.475,142.2,142.37,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.885,TRUE
208,1267,B,15,H,4,140,132.5,160.8,160.97,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.91,TRUE
208,1267,B,15,H,4,142.5,132.525,171,171.18,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.935,TRUE
208,1267,B,15,H,4,145,132.55,175,175.18,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,146.96,TRUE
208,1267,B,15,H,5,5,132.65,200.5,200.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.06,TRUE
208,1267,B,15,H,5,7.5,132.675,203.2,203.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.085,TRUE
208,1267,B,15,H,5,10,132.7,207.5,207.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.10999999999999,TRUE
208,1267,B,15,H,5,12.5,132.725,214,214,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.135,TRUE
208,1267,B,15,H,5,15,132.75,215.5,215.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.16,TRUE
208,1267,B,15,H,5,17.5,132.775,214.8,214.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.185,TRUE
208,1267,B,15,H,5,20,132.8,216.2,216.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.21,TRUE
208,1267,B,15,H,5,22.5,132.825,218.2,218.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.23499999999999,TRUE
208,1267,B,15,H,5,25,132.85,219.5,219.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.26,TRUE
208,1267,B,15,H,5,27.5,132.875,219.8,219.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.285,TRUE
208,1267,B,15,H,5,30,132.9,220.2,220.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.31,TRUE
208,1267,B,15,H,5,32.5,132.925,222.2,222.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.335,TRUE
208,1267,B,15,H,5,35,132.95,222.8,222.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.35999999999999,TRUE
208,1267,B,15,H,5,37.5,132.975,220.8,220.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.385,TRUE
208,1267,B,15,H,5,40,133,220.5,220.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.41,TRUE
208,1267,B,15,H,5,42.5,133.025,220.8,220.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.435,TRUE
208,1267,B,15,H,5,45,133.05,222,222,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.46,TRUE
208,1267,B,15,H,5,47.5,133.075,222.2,222.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.48499999999999,TRUE
208,1267,B,15,H,5,50,133.1,222.5,222.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.51,TRUE
208,1267,B,15,H,5,52.5,133.125,223.5,223.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.535,TRUE
208,1267,B,15,H,5,55,133.15,224.2,224.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.56,TRUE
208,1267,B,15,H,5,57.5,133.175,225.2,225.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.585,TRUE
208,1267,B,15,H,5,60,133.2,228.2,228.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.60999999999999,TRUE
208,1267,B,15,H,5,62.5,133.225,231,231,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.635,TRUE
208,1267,B,15,H,5,65,133.25,231.8,231.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.66,TRUE
208,1267,B,15,H,5,67.5,133.275,234.8,234.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.685,TRUE
208,1267,B,15,H,5,70,133.3,237.2,237.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.71,TRUE
208,1267,B,15,H,5,72.5,133.325,241.2,241.2,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.73499999999999,TRUE
208,1267,B,15,H,5,75,133.35,245.5,245.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.76,TRUE
208,1267,B,15,H,5,77.5,133.375,250.5,250.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.785,TRUE
208,1267,B,15,H,5,80,133.4,253,253,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.81,TRUE
208,1267,B,15,H,5,82.5,133.425,250.5,250.5,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.835,TRUE
208,1267,B,15,H,5,85,133.45,243.8,243.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.85999999999999,TRUE
208,1267,B,15,H,5,87.5,133.475,231.8,231.8,1267B-15H-6,1267A-15H-2,6,12.5,134.22,148.63,14.409999999999997,24,1267A-14H-6,1267B-15H-3,3,52.5,130.12,144.53,14.409999999999997,23,147.885,TRUE
